"OrphaCode","Name","DisorderType","DisorderGroup","ICD10_Reference","ICD10_MappingRelation"
"145","Hereditary breast and/or ovarian cancer syndrome","Disease","Disorder","C50.9","BTNT (ORPHAcode is broader than the targeted code used to represent it)"
"2965","Prolactinoma","Disease","Disorder","D35.2","ND (not yet decided/unable to decide: the alignment cannot be qualified by any of the existing labels)"
"221083","Hemifacial spasm","Disease","Disorder","G51.3","E (Exact mapping: the two concepts are equivalent)"
"221091","Trigeminal neuralgia","Disease","Disorder","G50.0","E (Exact mapping: the two concepts are equivalent)"
"538","Lymphangioleiomyomatosis","Disease","Disorder","D48.7","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221098","Glossopharyngeal neuralgia","Disease","Disorder","G52.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2942","Postpoliomyelitis syndrome","Disease","Disorder","G14","E (Exact mapping: the two concepts are equivalent)"
"221106","OBSOLETE: Isolated facial myokymia","Disease","Disorder",NA,NA
"1578","Pterin-4 alpha-carbinolamine dehydratase deficiency","Clinical subtype","Subtype of disorder","E70.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221109","Cranial neuralgia","Clinical group","Group of disorders",NA,NA
"221114","Acquired peripheral movement disorder","Category","Group of disorders",NA,NA
"3208","Isolated succinate-CoQ reductase deficiency","Disease","Disorder","G71.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221008","Rothmund-Thomson syndrome type 1","Clinical subtype","Subtype of disorder","Q82.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"24","Fumaric aciduria","Disease","Disorder","E88.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221016","Rothmund-Thomson syndrome type 2","Clinical subtype","Subtype of disorder","Q82.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1561","Fatal infantile cytochrome C oxidase deficiency","Disease","Disorder","G71.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221039","Hereditary sclerosing poikiloderma, Weary type","Disease","Disorder","Q82.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1460","Isolated complex III deficiency","Disease","Disorder","G71.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"851","Paris-Trousseau thrombocytopenia","Disease","Disorder","D69.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221043","Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome","Disease","Disorder","Q82.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221046","Poikiloderma with neutropenia","Disease","Disorder","D82.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1044","OBSOLETE: Anemia due to adenosine triphosphatase deficiency","Disease","Disorder",NA,NA
"745","Severe hereditary thrombophilia due to congenital protein C deficiency","Disease","Disorder","D68.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221054","Acrocephalopolydactyly","Malformation syndrome","Disorder","Q87.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221061","Familial cerebral cavernous malformation","Malformation syndrome","Disorder","Q28.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"849","Glanzmann thrombasthenia","Disease","Disorder","D69.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"225154","Familial infantile bilateral striatal necrosis","Disease","Disorder","G23.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"225123","TFR2-related hemochromatosis","Disease","Disorder","E83.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"225147","Sporadic infantile bilateral striatal necrosis","Disease","Disorder","G23.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"222628","Hereditary poikiloderma","Category","Group of disorders",NA,NA
"223713","Mitochondrial oxidative phosphorylation disorder","Category","Group of disorders",NA,NA
"223735","Lymphoma","Category","Group of disorders",NA,NA
"223727","Bone sarcoma","Clinical group","Group of disorders",NA,NA
"221117","Gerstmann syndrome","Disease","Disorder","F81.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221120","Pseudoaminopterin syndrome","Malformation syndrome","Disorder","Q82.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221126","Fowler vasculopathy","Malformation syndrome","Disorder","Q04.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221139","Combined immunodeficiency with facio-oculo-skeletal anomalies","Disease","Disorder","Q87.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221142","Confetti-like macular atrophy","Disease","Disorder","L90.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221145","Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies","Malformation syndrome","Disorder","Q82.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"221150","OBSOLETE: Pitt-Hopkins-like syndrome","Disease","Disorder",NA,NA
"228003","Severe combined immunodeficiency due to CORO1A deficiency","Disease","Disorder","D81.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"3398","Thymic epithelial neoplasm","Category","Group of disorders",NA,NA
"228000","Idiopathic CD4 lymphocytopenia","Biological anomaly","Disorder","D72.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"547","Non-Hodgkin lymphoma","Category","Group of disorders",NA,NA
"227990","Autoimmune polyendocrinopathy type 4","Disease","Disorder","E31.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"842","Testicular seminomatous germ cell tumor","Disease","Disorder","C62.9","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"227982","Autoimmune polyendocrinopathy type 3","Disease","Disorder","E31.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"227976","Autosomal recessive optic atrophy, OPA7 type","Disease","Disorder","H47.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"876","Yolk sac tumor","Disease","Disorder","C56","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"227972","Toxic oil syndrome","Disease","Disorder","X46","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"883","Extragonadal teratoma","Disease","Disorder","D48.7","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"227796","Fundus albipunctatus","Disease","Disorder","H35.5","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"228123","Coccidioidomycosis","Disease","Disorder","B38.0","BTNT (ORPHAcode is broader than the targeted code used to represent it)"
"228119","Fusariosis","Disease","Disorder","B48.7","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"228116","Hughes-Stovin syndrome","Disease","Disorder","I28.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"228113","Anal fistula","Particular clinical situation in a disease or syndrome","Disorder","K60.3","E (Exact mapping: the two concepts are equivalent)"
"3399","Germ cell tumor","Category","Group of disorders",NA,NA
"389","Langerhans cell histiocytosis","Disease","Disorder","C96.0","BTNT (ORPHAcode is broader than the targeted code used to represent it)"
"228012","Progressive sensorineural hearing loss-hypertrophic cardiomyopathy syndrome","Disease","Disorder","H90.3","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"616","Medulloblastoma","Disease","Disorder","C71.6","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"301","Ependymal tumor","Clinical group","Group of disorders",NA,NA
"541","Primary cutaneous CD30+ T-cell lymphoproliferative disease","Clinical group","Group of disorders","C86.6","E (Exact mapping: the two concepts are equivalent)"
"543","Burkitt lymphoma","Disease","Disorder","C91.8","BTNT (ORPHAcode is broader than the targeted code used to represent it)"
"319","Skeletal Ewing sarcoma","Disease","Disorder","C41.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"227535","Hereditary breast cancer","Disease","Disorder","C50.1","BTNT (ORPHAcode is broader than the targeted code used to represent it)"
"668","Osteosarcoma","Disease","Disorder","C41.9","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"227786","OBSOLETE: Familial flecked retinopathy","Category","Group of disorders",NA,NA
"227510","Multiple system atrophy, cerebellar type","Clinical subtype","Subtype of disorder","G23.3","E (Exact mapping: the two concepts are equivalent)"
"94","Astrocytoma","Clinical group","Group of disorders",NA,NA
"360","Glioblastoma","Disease","Disorder","C71.9","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"226292","Permanent congenital hypothyroidism","Category","Group of disorders",NA,NA
"513","Acute lymphoblastic leukemia","Clinical group","Group of disorders","C91.0","E (Exact mapping: the two concepts are equivalent)"
"1957","Esthesioneuroblastoma","Disease","Disorder","C30.0","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"226298","Central congenital hypothyroidism","Clinical group","Group of disorders",NA,NA
"2030","Fibrosarcoma","Disease","Disorder","C49.9","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2126","Solitary fibrous tumor","Disease","Disorder","D21.9","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"226295","Primary congenital hypothyroidism","Clinical group","Group of disorders",NA,NA
"758","Pseudoxanthoma elasticum","Disease","Disorder","Q82.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"419","Hyperprolinemia type 1","Disease","Disorder","E72.5","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1501","Adrenocortical carcinoma","Disease","Disorder","C74.0","E (Exact mapping: the two concepts are equivalent)"
"226316","Genetic transient congenital hypothyroidism","Disease","Disorder","P72.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"2677","OBSOLETE: Neuroepithelioma","Disease","Disorder",NA,NA
"226307","Hypothyroidism due to deficient transcription factors involved in pituitary development or function","Disease","Disorder","E03.1","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"3148","Malignant peripheral nerve sheath tumor","Disease","Disorder","C47.9","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"3273","Synovial sarcoma","Disease","Disorder","C49.9","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"226313","Congenital hypothyroidism due to maternal intake of antithyroid drugs","Disease","Disorder","P72.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"226310","OBSOLETE: Peripheral hypothyroidism","Clinical group","Group of disorders",NA,NA
"391","Classic Hodgkin lymphoma","Disease","Disorder","C81.7","BTNT (ORPHAcode is broader than the targeted code used to represent it)"
"2260","Oligomeganephronia","Morphological anomaly","Disorder","Q60.4","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"225689","Amino acid or protein metabolism disease with epilepsy","Category","Group of disorders",NA,NA
"225692","Metal transport or utilization disorder with epilepsy","Category","Group of disorders",NA,NA
"503","Larsen syndrome","Malformation syndrome","Disorder","Q74.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"1652","Dent disease","Disease","Disorder","N25.8","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"225696","Energy metabolism disorder with epilepsy","Category","Group of disorders",NA,NA
"225700","Mitochondrial disease with epilepsy","Category","Group of disorders",NA,NA
"2542","Isolated microphthalmia-anophthalmia-coloboma","Clinical group","Group of disorders",NA,NA
"3280","Syringomyelia","Clinical group","Group of disorders",NA,NA
"2478","Megalencephalic leukoencephalopathy with subcortical cysts","Disease","Disorder","E75.2","NTBT (ORPHAcode is narrower than the targeted code used to represent it)"
"225681","Lysosomal disease with epilepsy","Category","Group of disorders",NA,NA
"225686","Peroxisomal disease with epilepsy","Category","Group of disorders",NA,NA
"225968","OBSOLETE: Inherited predisposition to essential thrombocythemia","Disease","Disorder",NA,NA
